OID_,STATE_NAME,STATE_FIPS,SUB_REGION,STATE_ABBR,POINT_X,POINT_Y
1,Alabama,1,East South Central,AL,-85.07006712,31.9807031
2,Alabama,1,East South Central,AL,-85.11515021,31.90742478
3,Alabama,1,East South Central,AL,-85.13556691,31.8548844
4,Alabama,1,East South Central,AL,-85.13156111,31.7838146
5,Alabama,1,East South Central,AL,-85.13016489,31.77885369
6,Alabama,1,East South Central,AL,-85.11528692,31.73156597
7,Alabama,1,East South Central,AL,-85.11867439,31.70857161
8,Alabama,1,East South Central,AL,-85.11120492,31.6842421
9,Alabama,1,East South Central,AL,-85.05928531,31.62126518
10,Alabama,1,East South Central,AL,-85.04272138,31.55438979
11,Alabama,1,East South Central,AL,-85.04269848,31.51965989
12,Alabama,1,East South Central,AL,-85.066312,31.47608959
13,Alabama,1,East South Central,AL,-85.06140632,31.4406634
14,Alabama,1,East South Central,AL,-85.087942,31.36723423
15,Alabama,1,East South Central,AL,-85.08256319,31.33233452
16,Alabama,1,East South Central,AL,-85.0812281,31.30308031
17,Alabama,1,East South Central,AL,-85.10336132,31.27143618
18,Alabama,1,East South Central,AL,-85.09360331,31.22707451
19,Alabama,1,East South Central,AL,-85.10295709,31.19692207
20,Alabama,1,East South Central,AL,-85.09336692,31.17221129
21,Alabama,1,East South Central,AL,-85.06866251,31.16236412
22,Alabama,1,East South Central,AL,-85.03806818,31.1267132
23,Alabama,1,East South Central,AL,-85.0169957,31.08010283
24,Alabama,1,East South Central,AL,-85.00160721,31.0012534
25,Alabama,1,East South Central,AL,-85.48501018,31.00100179
26,Alabama,1,East South Central,AL,-85.48659709,31.00099801
27,Alabama,1,East South Central,AL,-86.03182181,30.99332759
28,Alabama,1,East South Central,AL,-86.18147622,30.99522512
29,Alabama,1,East South Central,AL,-86.38391972,30.99153828
30,Alabama,1,East South Central,AL,-86.70185251,30.99809242
31,Alabama,1,East South Central,AL,-86.77936171,30.99819178
32,Alabama,1,East South Central,AL,-87.16311759,31.0031572
33,Alabama,1,East South Central,AL,-87.59858017,31.00263082
34,Alabama,1,East South Central,AL,-87.5898672,30.954361
35,Alabama,1,East South Central,AL,-87.62571161,30.876902
36,Alabama,1,East South Central,AL,-87.6159152,30.84829638
37,Alabama,1,East South Central,AL,-87.54190018,30.78569529
38,Alabama,1,East South Central,AL,-87.52660292,30.7484917
39,Alabama,1,East South Central,AL,-87.46014051,30.70580258
40,Alabama,1,East South Central,AL,-87.41889429,30.69281018
41,Alabama,1,East South Central,AL,-87.39864492,30.66801542
42,Alabama,1,East South Central,AL,-87.39328092,30.62009829
43,Alabama,1,East South Central,AL,-87.42206739,30.5564936
44,Alabama,1,East South Central,AL,-87.44535299,30.53138973
45,Alabama,1,East South Central,AL,-87.41881669,30.48170079
46,Alabama,1,East South Central,AL,-87.40525081,30.44036008
47,Alabama,1,East South Central,AL,-87.4664404,30.3597214
48,Alabama,1,East South Central,AL,-87.5875684,30.31925431
49,Alabama,1,East South Central,AL,-87.5934048,30.27841542
50,Alabama,1,East South Central,AL,-87.79533062,30.2339316
51,Alabama,1,East South Central,AL,-88.00256051,30.23360431
52,Alabama,1,East South Central,AL,-87.77994171,30.27263829
53,Alabama,1,East South Central,AL,-87.757503,30.29942232
54,Alabama,1,East South Central,AL,-87.9034658,30.42129609
55,Alabama,1,East South Central,AL,-87.91338519,30.62118441
56,Alabama,1,East South Central,AL,-88.01978882,30.74419
57,Alabama,1,East South Central,AL,-88.13568119,30.33715851
58,Alabama,1,East South Central,AL,-88.32032669,30.40429359
59,Alabama,1,East South Central,AL,-88.40141519,30.39355182
60,Alabama,1,East South Central,AL,-88.41724262,30.7364571
61,Alabama,1,East South Central,AL,-88.42919899,31.00069511
62,Alabama,1,East South Central,AL,-88.4345631,31.12087949
63,Alabama,1,East South Central,AL,-88.45080309,31.43561768
64,Alabama,1,East South Central,AL,-88.46509681,31.70224499
65,Alabama,1,East South Central,AL,-88.47295191,31.88887681
66,Alabama,1,East South Central,AL,-88.43772428,32.22775558
67,Alabama,1,East South Central,AL,-88.425792,32.30922432
68,Alabama,1,East South Central,AL,-88.39383248,32.58047022
69,Alabama,1,East South Central,AL,-88.34804149,32.92475821
70,Alabama,1,East South Central,AL,-88.33946632,32.9874972
71,Alabama,1,East South Central,AL,-88.30482962,33.28889429
72,Alabama,1,East South Central,AL,-88.27458668,33.53880149
73,Alabama,1,East South Central,AL,-88.24819558,33.74272638
74,Alabama,1,East South Central,AL,-88.2026447,34.0591223
75,Alabama,1,East South Central,AL,-88.19934929,34.0904481
76,Alabama,1,East South Central,AL,-88.16761331,34.32414751
77,Alabama,1,East South Central,AL,-88.15125639,34.46527332
78,Alabama,1,East South Central,AL,-88.13640158,34.58049732
79,Alabama,1,East South Central,AL,-88.0904687,34.89562968
80,Alabama,1,East South Central,AL,-88.10888648,34.89993641
81,Alabama,1,East South Central,AL,-88.14310492,34.93031249
82,Alabama,1,East South Central,AL,-88.19399358,35.0044536
83,Alabama,1,East South Central,AL,-88.19496242,35.01354381
84,Alabama,1,East South Central,AL,-87.98607822,35.01603361
85,Alabama,1,East South Central,AL,-87.6078131,35.01054658
86,Alabama,1,East South Central,AL,-87.22276388,35.00734618
87,Alabama,1,East South Central,AL,-87.20758851,35.00796042
88,Alabama,1,East South Central,AL,-86.83342208,34.99824608
89,Alabama,1,East South Central,AL,-86.7823722,34.9970753
90,Alabama,1,East South Central,AL,-86.31305263,34.99527309
91,Alabama,1,East South Central,AL,-86.30350038,34.99546389
92,Alabama,1,East South Central,AL,-85.86956752,34.9923845
93,Alabama,1,East South Central,AL,-85.6089602,34.99016418
94,Alabama,1,East South Central,AL,-85.58305802,34.86232269
95,Alabama,1,East South Central,AL,-85.53469258,34.62248838
96,Alabama,1,East South Central,AL,-85.52583409,34.58468562
97,Alabama,1,East South Central,AL,-85.51185591,34.52301488
98,Alabama,1,East South Central,AL,-85.46028592,34.29016147
99,Alabama,1,East South Central,AL,-85.4165672,34.0869204
100,Alabama,1,East South Central,AL,-85.39573778,33.95982929
101,Alabama,1,East South Central,AL,-85.3840109,33.90540982
102,Alabama,1,East South Central,AL,-85.33528681,33.65492309
103,Alabama,1,East South Central,AL,-85.3049801,33.490594
104,Alabama,1,East South Central,AL,-85.29382499,33.42587568
105,Alabama,1,East South Central,AL,-85.23384632,33.1292373
106,Alabama,1,East South Central,AL,-85.23350291,33.12013942
107,Alabama,1,East South Central,AL,-85.18071972,32.87181298
108,Alabama,1,East South Central,AL,-85.16230132,32.80744579
109,Alabama,1,East South Central,AL,-85.12808982,32.77707038
110,Alabama,1,East South Central,AL,-85.13330069,32.7563152
111,Alabama,1,East South Central,AL,-85.12488512,32.74438318
112,Alabama,1,East South Central,AL,-85.1138678,32.73438909
113,Alabama,1,East South Central,AL,-85.10773332,32.68997241
114,Alabama,1,East South Central,AL,-85.09047491,32.67615228
115,Alabama,1,East South Central,AL,-85.10380368,32.64591038
116,Alabama,1,East South Central,AL,-85.08632401,32.62845128
117,Alabama,1,East South Central,AL,-85.08414938,32.60300431
118,Alabama,1,East South Central,AL,-85.0707744,32.58125381
119,Alabama,1,East South Central,AL,-84.99565218,32.51892852
120,Alabama,1,East South Central,AL,-84.989815,32.4548362
121,Alabama,1,East South Central,AL,-84.9653851,32.4294502
122,Alabama,1,East South Central,AL,-84.9709619,32.39681278
123,Alabama,1,East South Central,AL,-84.98448892,32.38709331
124,Alabama,1,East South Central,AL,-84.97166349,32.37150319
125,Alabama,1,East South Central,AL,-85.00209002,32.34707852
126,Alabama,1,East South Central,AL,-85.00533249,32.32959248
127,Alabama,1,East South Central,AL,-84.92107088,32.29313699
128,Alabama,1,East South Central,AL,-84.89460348,32.26873543
129,Alabama,1,East South Central,AL,-84.89401591,32.25917608
130,Alabama,1,East South Central,AL,-84.905361,32.24955581
131,Alabama,1,East South Central,AL,-84.92367958,32.247389
132,Alabama,1,East South Central,AL,-84.91600409,32.22855642
133,Alabama,1,East South Central,AL,-84.92837168,32.2179784
134,Alabama,1,East South Central,AL,-84.97574378,32.21224871
135,Alabama,1,East South Central,AL,-84.96038528,32.19192848
136,Alabama,1,East South Central,AL,-85.00782613,32.17887862
137,Alabama,1,East South Central,AL,-85.02438239,32.16627512
138,Alabama,1,East South Central,AL,-85.0533137,32.12663772
139,Alabama,1,East South Central,AL,-85.04618722,32.09089501
140,Alabama,1,East South Central,AL,-85.0566549,32.0696439
141,Alabama,1,East South Central,AL,-85.06201072,32.05001027
142,Alabama,1,East South Central,AL,-85.05670028,32.01737648
143,Alabama,1,East South Central,AL,-85.07006712,31.9807031
144,Alaska,2,Pacific,AK,-161.3337851,58.73324808
145,Alaska,2,Pacific,AK,-161.3824907,58.7036528
146,Alaska,2,Pacific,AK,-161.349469,58.66503242
147,Alaska,2,Pacific,AK,-161.7652722,58.55169948
148,Alaska,2,Pacific,AK,-161.7127533,58.6125383
149,Alaska,2,Pacific,AK,-161.751085,58.64309429
150,Alaska,2,Pacific,AK,-161.7665866,58.59827432
151,Alaska,2,Pacific,AK,-162.1736098,58.64892442
152,Alaska,2,Pacific,AK,-161.8936094,58.65198112
153,Alaska,2,Pacific,AK,-161.6577957,58.79975918
154,Alaska,2,Pacific,AK,-161.7727919,58.78226418
155,Alaska,2,Pacific,AK,-161.7905732,58.96837211
156,Alaska,2,Pacific,AK,-161.8572458,59.0280974
157,Alaska,2,Pacific,AK,-161.5680554,59.10282722
158,Alaska,2,Pacific,AK,-161.8550218,59.11337628
159,Alaska,2,Pacific,AK,-161.8675227,59.06032319
160,Alaska,2,Pacific,AK,-161.9944626,59.1433746
161,Alaska,2,Pacific,AK,-162.0518347,59.27154971
162,Alaska,2,Pacific,AK,-162.0013885,59.30643222
163,Alaska,2,Pacific,AK,-161.9880498,59.24309919
164,Alaska,2,Pacific,AK,-161.9605889,59.3792112
165,Alaska,2,Pacific,AK,-161.7075067,59.49588539
166,Alaska,2,Pacific,AK,-162.238389,60.05977987
167,Alaska,2,Pacific,AK,-162.1997865,60.1436745
168,Alaska,2,Pacific,AK,-162.2536829,60.19700442
169,Alaska,2,Pacific,AK,-162.153677,60.24478132
170,Alaska,2,Pacific,AK,-162.2872845,60.23811958
171,Alaska,2,Pacific,AK,-162.2714433,60.16617341
172,Alaska,2,Pacific,AK,-162.3525591,60.14006458
173,Alaska,2,Pacific,AK,-162.3350441,60.20866929
174,Alaska,2,Pacific,AK,-162.4745135,60.29701031
175,Alaska,2,Pacific,AK,-162.226715,60.50562611
176,Alaska,2,Pacific,AK,-162.2242156,60.5809065
177,Alaska,2,Pacific,AK,-161.8817183,60.70146268
178,Alaska,2,Pacific,AK,-162.0859121,60.65784332
179,Alaska,2,Pacific,AK,-162.1620273,60.73479412
180,Alaska,2,Pacific,AK,-162.126714,60.64923701
181,Alaska,2,Pacific,AK,-162.27036,60.61201171
182,Alaska,2,Pacific,AK,-162.4422909,60.4256213
183,Alaska,2,Pacific,AK,-162.4231239,60.3761745
184,Alaska,2,Pacific,AK,-162.6075417,60.32756568
185,Alaska,2,Pacific,AK,-162.5586803,60.25645132
186,Alaska,2,Pacific,AK,-162.7022669,60.2603417
187,Alaska,2,Pacific,AK,-162.4517133,60.18672598
188,Alaska,2,Pacific,AK,-162.5114615,59.9995051
189,Alaska,2,Pacific,AK,-162.7539573,60.00200651
190,Alaska,2,Pacific,AK,-162.816731,59.93477491
191,Alaska,2,Pacific,AK,-163.3664459,59.81894191
192,Alaska,2,Pacific,AK,-164.1103187,59.83477152
193,Alaska,2,Pacific,AK,-164.2208872,59.94504791
194,Alaska,2,Pacific,AK,-164.1139548,60.00172122
195,Alaska,2,Pacific,AK,-164.4270085,60.09059991
196,Alaska,2,Pacific,AK,-164.6639778,60.25921092
197,Alaska,2,Pacific,AK,-164.6506503,60.32699102
198,Alaska,2,Pacific,AK,-164.7773173,60.29059909
199,Alaska,2,Pacific,AK,-165.0784051,60.3908727
200,Alaska,2,Pacific,AK,-165.1464578,60.4447516
201,Alaska,2,Pacific,AK,-165.0278712,60.4653134
202,Alaska,2,Pacific,AK,-164.9859129,60.5433697
203,Alaska,2,Pacific,AK,-165.2508872,60.49642462
204,Alaska,2,Pacific,AK,-165.4275835,60.55447452
205,Alaska,2,Pacific,AK,-165.0067632,60.70031092
206,Alaska,2,Pacific,AK,-165.0337144,60.78475969
207,Alaska,2,Pacific,AK,-164.8723135,60.84253099
208,Alaska,2,Pacific,AK,-164.9392726,60.92669768
209,Alaska,2,Pacific,AK,-164.8414926,60.8661442
210,Alaska,2,Pacific,AK,-164.6453911,60.90975538
211,Alaska,2,Pacific,AK,-164.699831,60.84669831
212,Alaska,2,Pacific,AK,-164.6581736,60.81920259
213,Alaska,2,Pacific,AK,-164.271799,60.78309932
214,Alaska,2,Pacific,AK,-164.2206479,60.68810221
215,Alaska,2,Pacific,AK,-164.4314865,60.55254301
216,Alaska,2,Pacific,AK,-163.947332,60.78004951
217,Alaska,2,Pacific,AK,-163.806764,60.74394329
218,Alaska,2,Pacific,AK,-163.801752,60.58061422
219,Alaska,2,Pacific,AK,-163.453697,60.67783942
220,Alaska,2,Pacific,AK,-163.4714617,60.75062461
221,Alaska,2,Pacific,AK,-163.4109444,60.7497858
222,Alaska,2,Pacific,AK,-163.9312209,60.85144491
223,Alaska,2,Pacific,AK,-163.5600919,60.88783901
224,Alaska,2,Pacific,AK,-163.7581863,60.93310662
225,Alaska,2,Pacific,AK,-163.6795434,60.99116812
226,Alaska,2,Pacific,AK,-163.9600911,60.85477798
227,Alaska,2,Pacific,AK,-164.5598188,60.85004112
228,Alaska,2,Pacific,AK,-164.6392884,60.92808878
229,Alaska,2,Pacific,AK,-164.8709766,60.94695441
230,Alaska,2,Pacific,AK,-164.9383432,60.95243932
231,Alaska,2,Pacific,AK,-164.9900227,60.93483392
232,Alaska,2,Pacific,AK,-165.0742486,60.90614272
233,Alaska,2,Pacific,AK,-165.110565,60.92255698
234,Alaska,2,Pacific,AK,-165.1928719,60.95975322
235,Alaska,2,Pacific,AK,-164.767897,61.11031549
236,Alaska,2,Pacific,AK,-164.9956476,61.11197602
237,Alaska,2,Pacific,AK,-165.0484394,61.05689159
238,Alaska,2,Pacific,AK,-165.1873269,61.12280721
239,Alaska,2,Pacific,AK,-165.0648328,61.2105833
240,Alaska,2,Pacific,AK,-165.1409441,61.25586179
241,Alaska,2,Pacific,AK,-165.0850963,61.21308538
242,Alaska,2,Pacific,AK,-165.1534538,61.15530052
243,Alaska,2,Pacific,AK,-165.3723252,61.20002869
244,Alaska,2,Pacific,AK,-165.2100971,61.26281151
245,Alaska,2,Pacific,AK,-165.2028943,61.3230823
246,Alaska,2,Pacific,AK,-165.2592917,61.32752978
247,Alaska,2,Pacific,AK,-165.1570554,61.35835992
248,Alaska,2,Pacific,AK,-165.152906,61.41613691
249,Alaska,2,Pacific,AK,-164.8476157,61.49364332
250,Alaska,2,Pacific,AK,-164.7184436,61.62475742
251,Alaska,2,Pacific,AK,-165.1629012,61.43109802
252,Alaska,2,Pacific,AK,-165.2898404,61.33307602
253,Alaska,2,Pacific,AK,-165.2242573,61.27391182
254,Alaska,2,Pacific,AK,-165.4098307,61.20752779
255,Alaska,2,Pacific,AK,-165.3436979,61.15641239
256,Alaska,2,Pacific,AK,-165.3753697,61.0694763
257,Alaska,2,Pacific,AK,-165.6017452,61.1122512
258,Alaska,2,Pacific,AK,-165.649846,61.23696549
259,Alaska,2,Pacific,AK,-165.6112143,61.28001822
260,Alaska,2,Pacific,AK,-165.8709201,61.32640128
261,Alaska,2,Pacific,AK,-165.9239945,61.41278721
262,Alaska,2,Pacific,AK,-165.7798336,61.45668279
263,Alaska,2,Pacific,AK,-165.795402,61.51889939
264,Alaska,2,Pacific,AK,-165.8931808,61.55389432
265,Alaska,2,Pacific,AK,-166.1301104,61.49667328
266,Alaska,2,Pacific,AK,-166.2001268,61.58806488
267,Alaska,2,Pacific,AK,-166.164859,61.71306601
268,Alaska,2,Pacific,AK,-166.1395835,61.6339026
269,Alaska,2,Pacific,AK,-165.7648637,61.6877874
270,Alaska,2,Pacific,AK,-166.0020782,61.72639752
271,Alaska,2,Pacific,AK,-166.100963,61.81528709
272,Alaska,2,Pacific,AK,-165.5918078,61.85029921
273,Alaska,2,Pacific,AK,-165.7587784,61.99196052
274,Alaska,2,Pacific,AK,-165.7057165,62.11280411
275,Alaska,2,Pacific,AK,-165.0832497,62.52892099
276,Alaska,2,Pacific,AK,-164.8699044,62.53447821
277,Alaska,2,Pacific,AK,-164.8535119,62.47058239
278,Alaska,2,Pacific,AK,-164.6107443,62.43087532
279,Alaska,2,Pacific,AK,-164.7543542,62.37114251
280,Alaska,2,Pacific,AK,-164.5760152,62.42448239
281,Alaska,2,Pacific,AK,-164.6802041,62.46420702
282,Alaska,2,Pacific,AK,-164.6360492,62.51059433
283,Alaska,2,Pacific,AK,-164.8357211,62.4808671
284,Alaska,2,Pacific,AK,-164.7935203,62.54031591
285,Alaska,2,Pacific,AK,-164.8573946,62.56447721
286,Alaska,2,Pacific,AK,-164.4815884,62.74504091
287,Alaska,2,Pacific,AK,-164.7949294,62.61087249
288,Alaska,2,Pacific,AK,-164.8899434,62.7805876
289,Alaska,2,Pacific,AK,-164.7666241,62.78864619
290,Alaska,2,Pacific,AK,-164.8802133,62.83475691
291,Alaska,2,Pacific,AK,-164.711072,63.0142132
292,Alaska,2,Pacific,AK,-164.316631,63.01060293
293,Alaska,2,Pacific,AK,-164.5902321,63.13282482
294,Alaska,2,Pacific,AK,-164.3830228,63.21976712
295,Alaska,2,Pacific,AK,-164.1472133,63.25950481
296,Alaska,2,Pacific,AK,-163.7277362,63.21394601
297,Alaska,2,Pacific,AK,-163.6341031,63.14255802
298,Alaska,2,Pacific,AK,-163.6644054,63.11116969
299,Alaska,2,Pacific,AK,-163.5427322,63.12199829
300,Alaska,2,Pacific,AK,-163.8055161,62.98283182
301,Alaska,2,Pacific,AK,-163.5413582,63.10533542
302,Alaska,2,Pacific,AK,-163.3441181,63.02116888
303,Alaska,2,Pacific,AK,-163.0638443,63.05922682
304,Alaska,2,Pacific,AK,-162.6827501,63.22978732
305,Alaska,2,Pacific,AK,-162.6185896,63.270583
306,Alaska,2,Pacific,AK,-162.2755365,63.48868433
307,Alaska,2,Pacific,AK,-162.3144043,63.54036378
308,Alaska,2,Pacific,AK,-162.0169265,63.48091812
309,Alaska,2,Pacific,AK,-162.1571834,63.42508052
310,Alaska,2,Pacific,AK,-161.1541248,63.51176401
311,Alaska,2,Pacific,AK,-160.7888701,63.74011062
312,Alaska,2,Pacific,AK,-160.774996,63.85428139
313,Alaska,2,Pacific,AK,-160.9433226,64.06705332
314,Alaska,2,Pacific,AK,-160.9639083,64.23705729
315,Alaska,2,Pacific,AK,-161.2531224,64.3920615
316,Alaska,2,Pacific,AK,-161.1961462,64.41484508
317,Alaska,2,Pacific,AK,-161.5408847,64.38567552
318,Alaska,2,Pacific,AK,-161.4028636,64.53401851
319,Alaska,2,Pacific,AK,-161.0047735,64.52152669
320,Alaska,2,Pacific,AK,-161.0850419,64.54957371
321,Alaska,2,Pacific,AK,-160.8200536,64.61485312
322,Alaska,2,Pacific,AK,-160.7842372,64.71570248
323,Alaska,2,Pacific,AK,-161.1581672,64.92262781
324,Alaska,2,Pacific,AK,-160.9928516,64.93790492
325,Alaska,2,Pacific,AK,-161.1973223,64.93430008
326,Alaska,2,Pacific,AK,-161.3775888,64.78735202
327,Alaska,2,Pacific,AK,-161.5503786,64.74483562
328,Alaska,2,Pacific,AK,-161.8037087,64.8212316
329,Alaska,2,Pacific,AK,-161.7178611,64.78761772
330,Alaska,2,Pacific,AK,-161.8903677,64.7106766
331,Alaska,2,Pacific,AK,-162.1167452,64.71511289
332,Alaska,2,Pacific,AK,-162.5789579,64.52010488
333,Alaska,2,Pacific,AK,-162.6342191,64.3867663
334,Alaska,2,Pacific,AK,-162.7806475,64.3361939
335,Alaska,2,Pacific,AK,-162.8723031,64.4573045
336,Alaska,2,Pacific,AK,-162.8297925,64.4950872
337,Alaska,2,Pacific,AK,-163.0531481,64.55119377
338,Alaska,2,Pacific,AK,-163.1570278,64.6559145
339,Alaska,2,Pacific,AK,-163.390642,64.5923137
340,Alaska,2,Pacific,AK,-163.0398138,64.51536631
341,Alaska,2,Pacific,AK,-163.1784094,64.40675318
342,Alaska,2,Pacific,AK,-163.5662057,64.56563902
343,Alaska,2,Pacific,AK,-164.3600882,64.57896659
344,Alaska,2,Pacific,AK,-164.7262189,64.48423358
345,Alaska,2,Pacific,AK,-164.6679024,64.52229049
346,Alaska,2,Pacific,AK,-164.8926278,64.485054
347,Alaska,2,Pacific,AK,-164.9309569,64.53311919
348,Alaska,2,Pacific,AK,-164.9228983,64.45673248
349,Alaska,2,Pacific,AK,-164.7698573,64.47451281
350,Alaska,2,Pacific,AK,-165.0312308,64.44310402
351,Alaska,2,Pacific,AK,-166.2395559,64.5953202
352,Alaska,2,Pacific,AK,-166.4926267,64.7342046
353,Alaska,2,Pacific,AK,-166.3898792,64.89059612
354,Alaska,2,Pacific,AK,-166.700442,64.9922585
355,Alaska,2,Pacific,AK,-166.9218317,65.13084461
356,Alaska,2,Pacific,AK,-166.9612998,65.20975687
357,Alaska,2,Pacific,AK,-166.8585257,65.28309559
358,Alaska,2,Pacific,AK,-166.9262889,65.14504322
359,Alaska,2,Pacific,AK,-166.6871183,65.11587231
360,Alaska,2,Pacific,AK,-166.5457276,65.13115062
361,Alaska,2,Pacific,AK,-166.4676666,65.18532298
362,Alaska,2,Pacific,AK,-166.4871116,65.23393827
363,Alaska,2,Pacific,AK,-166.3765484,65.26838112
364,Alaska,2,Pacific,AK,-166.0540647,65.25117483
365,Alaska,2,Pacific,AK,-166.6296173,65.36338041
366,Alaska,2,Pacific,AK,-167.4599198,65.41807838
367,Alaska,2,Pacific,AK,-168.0675045,65.57949298
368,Alaska,2,Pacific,AK,-168.124432,65.67364329
369,Alaska,2,Pacific,AK,-167.8491596,65.76061342
370,Alaska,2,Pacific,AK,-168.0347379,65.68837061
371,Alaska,2,Pacific,AK,-168.0444684,65.63393928
372,Alaska,2,Pacific,AK,-167.8200096,65.7172767
373,Alaska,2,Pacific,AK,-167.5205583,65.7295039
374,Alaska,2,Pacific,AK,-167.5744329,65.7958827
375,Alaska,2,Pacific,AK,-167.3563858,65.88674159
376,Alaska,2,Pacific,AK,-167.0488801,65.8753331
377,Alaska,2,Pacific,AK,-166.8755397,65.93367222
378,Alaska,2,Pacific,AK,-166.9677702,65.972567
379,Alaska,2,Pacific,AK,-166.7963787,65.98035191
380,Alaska,2,Pacific,AK,-166.7174967,66.06145621
381,Alaska,2,Pacific,AK,-166.2697449,66.17842527
382,Alaska,2,Pacific,AK,-165.8094307,66.1023197
383,Alaska,2,Pacific,AK,-165.503613,66.14427268
384,Alaska,2,Pacific,AK,-165.8791468,66.22176821
385,Alaska,2,Pacific,AK,-165.7691999,66.3170489
386,Alaska,2,Pacific,AK,-165.1639148,66.44261282
387,Alaska,2,Pacific,AK,-165.0360996,66.3934497
388,Alaska,2,Pacific,AK,-164.7202801,66.54873241
389,Alaska,2,Pacific,AK,-164.3995076,66.58865468
390,Alaska,2,Pacific,AK,-164.3563856,66.5940266
391,Alaska,2,Pacific,AK,-163.9366212,66.60772659
392,Alaska,2,Pacific,AK,-163.6277602,66.56653632
393,Alaska,2,Pacific,AK,-163.9408154,66.5801456
394,Alaska,2,Pacific,AK,-163.7574871,66.51737128
395,Alaska,2,Pacific,AK,-163.8969166,66.39180031
396,Alaska,2,Pacific,AK,-163.8571739,66.27624052
397,Alaska,2,Pacific,AK,-164.1902462,66.19038719
398,Alaska,2,Pacific,AK,-163.9246758,66.20734348
399,Alaska,2,Pacific,AK,-163.8335714,66.1115001
400,Alaska,2,Pacific,AK,-163.6591255,66.06984422
401,Alaska,2,Pacific,AK,-162.7602249,66.1065266
402,Alaska,2,Pacific,AK,-162.6671672,65.99679808
403,Alaska,2,Pacific,AK,-162.1546548,66.0768103
404,Alaska,2,Pacific,AK,-161.819107,65.97432021
405,Alaska,2,Pacific,AK,-161.8410224,66.01237618
406,Alaska,2,Pacific,AK,-161.7257631,66.07988472
407,Alaska,2,Pacific,AK,-161.7846622,66.07793031
408,Alaska,2,Pacific,AK,-161.5333068,66.26710182
409,Alaska,2,Pacific,AK,-161.0899514,66.24099948
410,Alaska,2,Pacific,AK,-161.1104727,66.1340632
411,Alaska,2,Pacific,AK,-161.1785548,66.1168196
412,Alaska,2,Pacific,AK,-161.0671695,66.13209542
413,Alaska,2,Pacific,AK,-161.0049724,66.25101082
414,Alaska,2,Pacific,AK,-161.1293858,66.3390539
415,Alaska,2,Pacific,AK,-161.7241191,66.40377368
416,Alaska,2,Pacific,AK,-161.9124697,66.3657147
417,Alaska,2,Pacific,AK,-161.8591153,66.28127059
418,Alaska,2,Pacific,AK,-161.9127332,66.27376232
419,Alaska,2,Pacific,AK,-161.9646808,66.33209771
420,Alaska,2,Pacific,AK,-161.8752464,66.43682362
421,Alaska,2,Pacific,AK,-161.9088892,66.53460421
422,Alaska,2,Pacific,AK,-162.2266608,66.70987779
423,Alaska,2,Pacific,AK,-162.5039177,66.7373704
424,Alaska,2,Pacific,AK,-162.6341755,66.86209572
425,Alaska,2,Pacific,AK,-162.4833683,66.95543862
426,Alaska,2,Pacific,AK,-162.3269678,66.956555
427,Alaska,2,Pacific,AK,-162.017533,66.77627518
428,Alaska,2,Pacific,AK,-162.0780649,66.65737398
429,Alaska,2,Pacific,AK,-161.5752486,66.44654982
430,Alaska,2,Pacific,AK,-161.1888825,66.5379407
431,Alaska,2,Pacific,AK,-160.8252438,66.37766371
432,Alaska,2,Pacific,AK,-160.233292,66.3990837
433,Alaska,2,Pacific,AK,-160.2124605,66.52379778
434,Alaska,2,Pacific,AK,-160.3241338,66.60241072
435,Alaska,2,Pacific,AK,-160.2430215,66.64352111
436,Alaska,2,Pacific,AK,-160.5449905,66.58629221
437,Alaska,2,Pacific,AK,-160.84136,66.66212482
438,Alaska,2,Pacific,AK,-161.1430586,66.64684558
439,Alaska,2,Pacific,AK,-161.2521758,66.54822442
440,Alaska,2,Pacific,AK,-161.5094233,66.53322399
441,Alaska,2,Pacific,AK,-161.9005879,66.7276659
442,Alaska,2,Pacific,AK,-161.8031014,66.89907008
443,Alaska,2,Pacific,AK,-161.5197793,66.98655259
444,Alaska,2,Pacific,AK,-161.8705906,67.05127661
445,Alaska,2,Pacific,AK,-162.2372524,67.00656061
446,Alaska,2,Pacific,AK,-162.3003384,67.06822151
447,Alaska,2,Pacific,AK,-162.2992019,67.00266852
448,Alaska,2,Pacific,AK,-162.4550208,66.98821571
449,Alaska,2,Pacific,AK,-162.3317192,67.14906332
450,Alaska,2,Pacific,AK,-162.3792057,67.16294809
451,Alaska,2,Pacific,AK,-162.5708664,67.00821798
452,Alaska,2,Pacific,AK,-163.7247441,67.11012642
453,Alaska,2,Pacific,AK,-163.8253648,67.35402299
454,Alaska,2,Pacific,AK,-164.0229037,67.54625141
455,Alaska,2,Pacific,AK,-164.7098654,67.8276307
456,Alaska,2,Pacific,AK,-165.2874532,68.01367942
457,Alaska,2,Pacific,AK,-165.3643453,68.0384503
458,Alaska,2,Pacific,AK,-165.9221259,68.13009962
459,Alaska,2,Pacific,AK,-166.2907741,68.2914877
460,Alaska,2,Pacific,AK,-166.8307954,68.35008869
461,Alaska,2,Pacific,AK,-166.3149589,68.3987131
462,Alaska,2,Pacific,AK,-166.3696521,68.43843151
463,Alaska,2,Pacific,AK,-166.2288627,68.57178428
464,Alaska,2,Pacific,AK,-166.2013844,68.69593338
465,Alaska,2,Pacific,AK,-166.2350102,68.87428112
466,Alaska,2,Pacific,AK,-164.3277912,68.92987628
